Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Project,Street,Ward,District,Province,Price_per_m2,Is_Project,Area_group,Has_certificate
"Đường Láng, Phường Thịnh Quang, Đống Đa, Hà Nội",24.0,5.6,4.5,Unknown,Unknown,5.0,4.0,5.0,Have certificate,Full,5.95,,Đường Láng,Phường Thịnh Quang,Đống Đa,Hà Nội,0.2479,0,<50m²,1
"Đường Đông Hòa 1, Phường Đồng Hòa, Kiến An, Hải Phòng",40.0,12.0,12.0,Đông - Bắc,Unknown,4.0,4.0,3.0,Have certificate,Unknown,3.48,,Đường Đông Hòa 1,Phường Đồng Hòa,Kiến An,Hải Phòng,0.087,0,<50m²,1
"Hẻm 1 trục Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",46.0,4.0,6.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Basic,6.0,,Hẻm 1 trục Đường Phan Văn Trị,Phường 10,Gò Vấp,Hồ Chí Minh,0.1304,0,<50m²,1
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",69.0,4.1,10.0,Unknown,Unknown,1.0,2.0,1.0,Have certificate,Unknown,5.3,,Đường Hà Huy Giáp,Phường Thạnh Lộc,Quận 12,Hồ Chí Minh,0.0768,0,50-80m²,1
"Đường Nguyễn Thần Hiến, Phường An Cư, Ninh Kiều, Cần Thơ",79.8,4.2,15.0,Tây - Bắc,Unknown,3.0,3.0,3.0,Have certificate,Unknown,7.5,,Đường Nguyễn Thần Hiến,Phường An Cư,Ninh Kiều,Cần Thơ,0.094,0,50-80m²,1
"KP. Đông Nhì, Phường Lái Thiêu, Thuận An, Bình Dương",51.2,4.0,3.0,Đông - Nam,Unknown,2.0,2.0,1.0,Have certificate,Basic,2.1,,KP. Đông Nhì,Phường Lái Thiêu,Thuận An,Bình Dương,0.041,0,50-80m²,1
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",88.0,4.2,8.0,Unknown,Unknown,4.0,8.0,3.0,Have certificate,Unknown,7.8,,Đường Nguyễn Phúc Chu,Phường 15,Tân Bình,Hồ Chí Minh,0.0886,0,80-120m²,1
"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",23.0,4.4,3.0,Unknown,Unknown,3.0,4.0,4.0,Have certificate,Unknown,4.6,,Phố Hào Nam,Phường Ô Chợ Dừa,Đống Đa,Hà Nội,0.2,0,<50m²,1
"Đường Thịnh Quang, Phường Láng Hạ, Đống Đa, Hà Nội",25.0,4.0,3.0,Unknown,Unknown,3.0,4.0,4.0,Have certificate,Unknown,3.85,,Đường Thịnh Quang,Phường Láng Hạ,Đống Đa,Hà Nội,0.154,0,<50m²,1
"Đường Đẩu Phượng, Phường Văn Đẩu, Kiến An, Hải Phòng",45.0,6.0,10.0,Đông - Nam,Unknown,4.0,4.0,3.0,Have certificate,Basic,1.28,,Đường Đẩu Phượng,Phường Văn Đẩu,Kiến An,Hải Phòng,0.0284,0,<50m²,1
"1507/, Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",94.0,4.1,6.0,Unknown,Unknown,2.0,4.0,4.0,Have certificate,Unknown,3.65,,"1507/, Đường Lê Văn Lương",Xã Nhơn Đức,Nhà Bè,Hồ Chí Minh,0.0388,0,80-120m²,1
"Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",46.6,4.1,4.0,Unknown,Unknown,3.0,3.0,3.0,Unknown,Unknown,8.5,,Đường Cao Thắng,Phường 12,Quận 10,Hồ Chí Minh,0.1824,0,<50m²,0
"Đường Tứ Kỳ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",34.0,3.2,2.0,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,5.35,,Đường Tứ Kỳ,Phường Hoàng Liệt,Hoàng Mai,Hà Nội,0.1574,0,<50m²,1
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",58.0,4.0,7.0,Nam,Nam,5.0,5.0,6.0,Have certificate,Full,6.8,,Đường Lê Văn Quới,Phường Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh,0.1172,0,50-80m²,1
"đường Tứ Hiệp, Thị trấn Văn Điển, Thanh Trì, Hà Nội",35.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Full,4.88,,"đường Tứ Hiệp, Thị trấn Văn Điển",,Thanh Trì,Hà Nội,0.1394,0,<50m²,1
"Đường Nguyễn Văn Cừ, Phường An Bình, Ninh Kiều, Cần Thơ",97.8,5.0,30.0,Đông - Nam,Đông - Nam,1.0,1.0,1.0,Have certificate,Full,8.6,,Đường Nguyễn Văn Cừ,Phường An Bình,Ninh Kiều,Cần Thơ,0.0879,0,80-120m²,1
"Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",33.0,2.5,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,5.9,,Phố Vũ Ngọc Phan,Phường Láng Hạ,Đống Đa,Hà Nội,0.1788,0,<50m²,1
"Đường Phạm Văn Thuận, Phường Tam Hiệp, Biên Hòa, Đồng Nai",62.0,4.4,6.0,Đông,Đông,2.0,3.0,2.0,Have certificate,Full,3.59,,Đường Phạm Văn Thuận,Phường Tam Hiệp,Biên Hòa,Đồng Nai,0.0579,0,50-80m²,1
"Đường Hàn Hải Nguyên, Phường 8, Quận 11, Hồ Chí Minh",34.5,4.1,6.0,Đông,Unknown,3.0,3.0,3.0,Have certificate,Unknown,8.2,,Đường Hàn Hải Nguyên,Phường 8,Quận 11,Hồ Chí Minh,0.2377,0,<50m²,1
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,6.0,5.0,4.0,Have certificate,Full,6.5,,Đường Kim Giang,Xã Thanh Liệt,Thanh Trì,Hà Nội,0.1625,0,<50m²,1
"Đường Nguyễn Thị Kiểu, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",100.0,4.0,24.0,Unknown,Unknown,2.0,4.0,3.0,Have certificate,Full,9.0,,Đường Nguyễn Thị Kiểu,Phường Hiệp Thành,Quận 12,Hồ Chí Minh,0.09,0,80-120m²,1
"Đường Giải Phóng, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",43.0,7.2,2.0,Đông,Đông,2.0,2.0,2.0,Have certificate,Unknown,5.0,,Đường Giải Phóng,Phường Hoàng Liệt,Hoàng Mai,Hà Nội,0.1163,0,<50m²,1
"Dự án Golden City Tây Ninh, Đường Hồ Văn Lâm, Phường 2, Tây Ninh, Tây Ninh",97.0,5.0,10.0,Đông,Bắc,2.0,3.0,3.0,Have certificate,Basic,3.2,Dự án Golden City Tây Ninh,Đường Hồ Văn Lâm,Phường 2,Tây Ninh,Tây Ninh,0.033,1,80-120m²,1
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",44.0,4.1,6.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Unknown,7.3,,Đường Cách Mạng Tháng Tám,Phường 13,Quận 10,Hồ Chí Minh,0.1659,0,<50m²,1
"Đường Số 21, Phường 8, Gò Vấp, Hồ Chí Minh",33.0,4.1,3.0,Unknown,Unknown,3.0,2.0,2.0,Have certificate,Full,4.45,,Đường Số 21,Phường 8,Gò Vấp,Hồ Chí Minh,0.1348,0,<50m²,1
"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",40.0,5.0,2.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Full,4.8,,Đường Bát Khối,Phường Cự Khối,Long Biên,Hà Nội,0.12,0,<50m²,1
"Đường Trần Quang Diệu, Phường 13, Quận 3, Hồ Chí Minh",61.0,4.1,6.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Full,9.5,,Đường Trần Quang Diệu,Phường 13,Quận 3,Hồ Chí Minh,0.1557,0,50-80m²,1
"Đường Nguyên Xá, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",44.0,3.8,3.0,Unknown,Unknown,5.0,6.0,4.0,Have certificate,Full,3.87,,Đường Nguyên Xá,Phường Minh Khai,Bắc Từ Liêm,Hà Nội,0.088,0,<50m²,1
"Đường Nguyễn Thị Tươi, Phường Tân Bình, Dĩ An, Bình Dương",74.3,5.0,9.0,Tây - Bắc,Tây - Bắc,4.0,3.0,3.0,Have certificate,Full,5.3,,Đường Nguyễn Thị Tươi,Phường Tân Bình,Dĩ An,Bình Dương,0.0713,0,50-80m²,1
"Phố 8/3, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",45.0,3.8,3.5,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,5.8,,Phố 8/3,Phường Quỳnh Lôi,Hai Bà Trưng,Hà Nội,0.1289,0,<50m²,1
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",40.0,5.0,8.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Basic,10.0,,Đường Hoàng Văn Thái,Phường Khương Mai,Thanh Xuân,Hà Nội,0.25,0,<50m²,1
"Đường Số 3 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",50.0,3.5,6.0,Unknown,Unknown,3.0,3.0,3.0,Unknown,Unknown,7.5,,Đường Số 3 Cư xá Đô Thành,Phường 4,Quận 3,Hồ Chí Minh,0.15,0,<50m²,0
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Full,4.5,,Đường Lạc Long Quân,Phường Xuân La,Tây Hồ,Hà Nội,0.1125,0,<50m²,1
"Hẻm 195, Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",39.7,3.55,2.0,Unknown,Unknown,2.0,3.0,3.0,Have certificate,Unknown,3.4,,"Hẻm 195, Đường Phạm Văn Bạch",Phường 15,Tân Bình,Hồ Chí Minh,0.0856,0,<50m²,1
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",60.0,4.2,4.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Basic,6.6,,Đường Huỳnh Tấn Phát,Phường Phú Thuận,Quận 7,Hồ Chí Minh,0.11,0,50-80m²,1
"Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",70.0,5.0,3.5,Unknown,Unknown,1.0,2.0,2.0,Have certificate,Basic,4.6,,Đường Lê Quang Định,Phường 1,Gò Vấp,Hồ Chí Minh,0.0657,0,50-80m²,1
"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",50.0,5.1,6.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,9.9,,Đường Thành Thái,Phường 14,Quận 10,Hồ Chí Minh,0.198,0,<50m²,1
"Đường Kha Vạn Cân, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",107.0,4.1,6.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,6.95,,Đường Kha Vạn Cân,Phường Linh Tây,Thủ Đức,Hồ Chí Minh,0.065,0,80-120m²,1
"Phố Tôn Đức Thắng, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",36.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Unknown,Unknown,6.98,,Phố Tôn Đức Thắng,Phường Ô Chợ Dừa,Đống Đa,Hà Nội,0.1939,0,<50m²,0
"Đường Lạc Thị, Xã Ngọc Hồi, Thanh Trì, Hà Nội",40.0,3.9,8.0,Tây - Bắc,Unknown,5.0,5.0,4.0,Have certificate,Basic,6.95,,Đường Lạc Thị,Xã Ngọc Hồi,Thanh Trì,Hà Nội,0.1738,0,<50m²,1
"Đường Lũy Bán Bích, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",48.0,4.1,6.0,Unknown,Unknown,6.0,6.0,5.0,Unknown,Basic,6.7,,Đường Lũy Bán Bích,Phường Phú Thạnh,Tân Phú,Hồ Chí Minh,0.1396,0,<50m²,0
"Xã Liên Bão, Tiên Du, Bắc Ninh",82.5,5.5,6.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Basic,3.6,,,Xã Liên Bão,Tiên Du,Bắc Ninh,0.0436,0,80-120m²,1
"Xã Di Trạch, Hoài Đức, Hà Nội",33.0,7.0,3.0,Unknown,Unknown,5.0,3.0,3.0,Unknown,Unknown,3.85,,,Xã Di Trạch,Hoài Đức,Hà Nội,0.1167,0,<50m²,0
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",82.5,4.1,6.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,6.9,,Đường Đặng Văn Bi,Phường Trường Thọ,Thủ Đức,Hồ Chí Minh,0.0836,0,80-120m²,1
"Dự án The Star Village, Đường Ngô Quang Thắm, Xã Long Thới, Nhà Bè, Hồ Chí Minh",83.0,5.0,40.0,Tây - Bắc,Unknown,4.0,3.0,5.0,Have certificate,Full,5.5,Dự án The Star Village,Đường Ngô Quang Thắm,Xã Long Thới,Nhà Bè,Hồ Chí Minh,0.0663,1,80-120m²,1
"Đường Phước Trường 14, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",90.0,5.0,5.5,Bắc,Unknown,3.0,3.0,3.0,Have certificate,Full,6.8,,Đường Phước Trường 14,Phường Phước Mỹ,Sơn Trà,Đà Nẵng,0.0756,0,80-120m²,1
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",61.0,4.4,6.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,4.25,,Đường Linh Đông,Phường Linh Đông,Thủ Đức,Hồ Chí Minh,0.0697,0,50-80m²,1
"Đường Lạc Long Quân, Phường 1, Quận 11, Hồ Chí Minh",40.3,4.5,6.0,Nam,Unknown,2.0,1.0,1.0,Have certificate,Unknown,4.35,,Đường Lạc Long Quân,Phường 1,Quận 11,Hồ Chí Minh,0.1079,0,<50m²,1
"Đường 102, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",94.65,6.0,6.0,Tây - Nam,Unknown,3.0,2.0,1.0,Have certificate,Full,7.3,,Đường 102,Phường Tăng Nhơn Phú A,Quận 9,Hồ Chí Minh,0.0771,0,80-120m²,1
"Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh",10.0,4.1,6.0,Đông - Bắc,Unknown,1.0,1.0,1.0,Have certificate,Full,1.25,,Đường Nguyễn Thượng Hiền,Phường 5,Phú Nhuận,Hồ Chí Minh,0.125,0,<50m²,1
"Dự án Thăng Long Central City, Đường Hương Lộ 610, Thị trấn Lai Uyên, Bàu Bàng, Bình Dương",100.0,5.0,28.0,Unknown,Unknown,3.0,4.0,4.0,Have certificate,Basic,2.4,Dự án Thăng Long Central City,"Đường Hương Lộ 610, Thị trấn Lai Uyên",,Bàu Bàng,Bình Dương,0.024,1,80-120m²,1
"Đường Nguyễn Trãi, Phường Phước Tân, Nha Trang, Khánh Hòa",60.0,4.1,8.75,Đông - Nam,Unknown,3.0,3.0,3.0,Have certificate,Full,10.0,,Đường Nguyễn Trãi,Phường Phước Tân,Nha Trang,Khánh Hòa,0.1667,0,50-80m²,1
"Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",120.0,4.2,6.0,Unknown,Unknown,4.0,3.0,3.0,Unknown,Unknown,8.0,,Đường Lê Đức Thọ,Phường 16,Gò Vấp,Hồ Chí Minh,0.0667,0,80-120m²,0
"Đường T6, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",56.0,4.1,6.0,Tây,Unknown,3.0,4.0,4.0,Have certificate,Unknown,8.2,,Đường T6,Phường Tây Thạnh,Tân Phú,Hồ Chí Minh,0.1464,0,50-80m²,1
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",34.0,3.2,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Basic,5.28,,Đường Lê Đức Thọ,Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,0.1553,0,<50m²,1
"Đường Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Hồ Chí Minh",32.0,4.1,6.0,Unknown,Unknown,4.0,3.0,3.0,Unknown,Unknown,6.9,,Đường Hồ Hảo Hớn,Phường Cô Giang,Quận 1,Hồ Chí Minh,0.2156,0,<50m²,0
"Đường 827, Phường Phú Hữu, Quận 9, Hồ Chí Minh",61.0,6.0,12.0,Tây - Bắc,Đông - Bắc,3.0,4.0,3.0,Have certificate,Full,5.7,,Đường 827,Phường Phú Hữu,Quận 9,Hồ Chí Minh,0.0934,0,50-80m²,1
"Đường Nguyễn Công Trứ, Phường Hàng Kênh, Lê Chân, Hải Phòng",45.0,4.5,7.0,Nam,Unknown,4.0,3.0,3.0,Have certificate,Unknown,5.4,,Đường Nguyễn Công Trứ,Phường Hàng Kênh,Lê Chân,Hải Phòng,0.12,0,<50m²,1
"Dự án The Standard, Đường Tân Phước Khánh 10, Phường Tân Phước Khánh, Tân Uyên, Bình Dương",102.8,5.0,9.0,Unknown,Unknown,3.0,4.0,4.0,Have certificate,Unknown,5.62,Dự án The Standard,Đường Tân Phước Khánh 10,Phường Tân Phước Khánh,Tân Uyên,Bình Dương,0.0547,1,80-120m²,1
"Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",60.0,6.0,3.0,Unknown,Unknown,4.0,3.0,4.0,Have certificate,Full,5.3,,,Phường Đồng Tâm,Hai Bà Trưng,Hà Nội,0.0883,0,50-80m²,1
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",62.0,4.1,6.0,Unknown,Unknown,4.0,4.0,4.0,Have certificate,Full,9.5,,Đường Nơ Trang Long,Phường 13,Bình Thạnh,Hồ Chí Minh,0.1532,0,50-80m²,1
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",40.0,4.1,6.0,Unknown,Unknown,4.0,4.0,4.0,Have certificate,Full,7.1,,Đường Nguyễn Văn Đậu,Phường 11,Bình Thạnh,Hồ Chí Minh,0.1775,0,<50m²,1
"Phường Gia Thụy, Long Biên, Hà Nội",37.0,4.0,3.0,Unknown,Unknown,6.0,3.0,5.0,Have certificate,Unknown,8.87,,,Phường Gia Thụy,Long Biên,Hà Nội,0.2397,0,<50m²,1
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",63.6,4.1,5.0,Unknown,Unknown,2.0,4.0,4.0,Have certificate,Full,8.0,,Đường Bùi Đình Túy,Phường 12,Bình Thạnh,Hồ Chí Minh,0.1258,0,50-80m²,1
"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",42.6,5.0,6.0,Unknown,Unknown,3.0,3.0,3.0,Unknown,Unknown,5.5,,Đường Nguyễn Văn Luông,Phường 12,Quận 6,Hồ Chí Minh,0.1291,0,<50m²,0
"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",66.9,4.0,10.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Unknown,7.7,,Đường Bình Lợi,Phường 13,Bình Thạnh,Hồ Chí Minh,0.1151,0,50-80m²,1
"Đường Số 9, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",78.0,6.9,6.0,Tây - Bắc,Tây - Bắc,2.0,4.0,3.0,Have certificate,Full,5.99,,Đường Số 9,Phường Linh Tây,Thủ Đức,Hồ Chí Minh,0.0768,0,50-80m²,1
"Đường Đinh Tiên Hoàng, Phường 1, Bình Thạnh, Hồ Chí Minh",38.7,4.3,5.0,Unknown,Unknown,4.0,2.0,3.0,Have certificate,Full,4.9,,Đường Đinh Tiên Hoàng,Phường 1,Bình Thạnh,Hồ Chí Minh,0.1266,0,<50m²,1
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",40.0,3.5,3.0,Unknown,Unknown,4.0,4.0,3.0,Have certificate,Full,5.5,,Đường Phố Lụa,Phường Vạn Phúc,Hà Đông,Hà Nội,0.1375,0,<50m²,1
"Dự án VCN Phước Hải, Đường B7, Phường Phước Hải, Nha Trang, Khánh Hòa",61.0,4.4,8.75,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,6.8,Dự án VCN Phước Hải,Đường B7,Phường Phước Hải,Nha Trang,Khánh Hòa,0.1115,1,50-80m²,1
"Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",90.0,5.0,6.0,Unknown,Unknown,5.0,3.0,3.0,Sale contract,Unknown,6.5,,Đường Đào Trí,Phường Phú Thuận,Quận 7,Hồ Chí Minh,0.0722,0,80-120m²,0
"Đường Nguyễn Bặc, Phường 3, Tân Bình, Hồ Chí Minh",52.0,4.0,6.0,Unknown,Unknown,3.0,3.0,4.0,Have certificate,Basic,8.1,,Đường Nguyễn Bặc,Phường 3,Tân Bình,Hồ Chí Minh,0.1558,0,50-80m²,1
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",45.0,4.0,4.0,Unknown,Unknown,5.0,6.0,6.0,Have certificate,Full,8.0,,Phố Doãn Kế Thiện,Phường Mai Dịch,Cầu Giấy,Hà Nội,0.1778,0,<50m²,1
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",45.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Full,6.6,,Đường Cầu Giấy,Phường Quan Hoa,Cầu Giấy,Hà Nội,0.1467,0,<50m²,1
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Thủ Đức, Hồ Chí Minh",26.56,4.1,3.0,Nam,Nam,1.0,1.0,1.0,Unknown,Basic,1.6,,Đường Đỗ Xuân Hợp,Phường Phước Long B,Thủ Đức,Hồ Chí Minh,0.0602,0,<50m²,0
"Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội",42.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,5.0,,Đường Nguyễn Trãi,Phường Khương Trung,Thanh Xuân,Hà Nội,0.119,0,<50m²,1
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",24.0,3.15,4.0,Unknown,Unknown,2.0,2.0,1.0,Have certificate,Full,3.9,,Đường Nguyễn Văn Đậu,Phường 11,Bình Thạnh,Hồ Chí Minh,0.1625,0,<50m²,1
"Phường Trần Hưng Đạo, Thái Bình, Thái Bình",83.0,4.5,5.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,5.5,,,Phường Trần Hưng Đạo,Thái Bình,Thái Bình,0.0663,0,80-120m²,1
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",45.0,4.3,3.5,Unknown,Unknown,7.0,4.0,4.0,Have certificate,Full,7.0,,Đường Xuân La,Phường Xuân La,Tây Hồ,Hà Nội,0.1556,0,<50m²,1
"Đường Nguyễn Khang, Phường Quan Hoa, Cầu Giấy, Hà Nội",43.0,4.2,3.5,Unknown,Unknown,5.0,3.0,3.0,Have certificate,Full,6.0,,Đường Nguyễn Khang,Phường Quan Hoa,Cầu Giấy,Hà Nội,0.1395,0,<50m²,1
"Đường Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội",50.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Unknown,Unknown,9.3,,Đường Yên Nghĩa,Phường Yên Nghĩa,Hà Đông,Hà Nội,0.186,0,<50m²,0
"Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh",56.0,4.0,6.0,Unknown,Unknown,1.0,2.0,2.0,Have certificate,Basic,6.9,,Đường Bành Văn Trân,Phường 7,Tân Bình,Hồ Chí Minh,0.1232,0,50-80m²,1
"Đường Nơ Trang Long, Phường 12, Bình Thạnh, Hồ Chí Minh",85.0,3.8,3.0,Bắc,Bắc,2.0,2.0,2.0,Have certificate,Basic,7.8,,Đường Nơ Trang Long,Phường 12,Bình Thạnh,Hồ Chí Minh,0.0918,0,80-120m²,1
"Đường Ngãi Cầu, Xã An Khánh, Hoài Đức, Hà Nội",43.0,3.55,2.0,Unknown,Unknown,4.0,4.0,5.0,Have certificate,Basic,4.05,,Đường Ngãi Cầu,Xã An Khánh,Hoài Đức,Hà Nội,0.0942,0,<50m²,1
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",38.0,4.2,3.0,Unknown,Unknown,5.0,4.0,3.0,Have certificate,Full,5.6,,Đường Trường Chinh,Phường Khương Thượng,Đống Đa,Hà Nội,0.1474,0,<50m²,1
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",52.0,3.8,5.0,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Basic,7.7,,Đường Bùi Đình Túy,Phường 12,Bình Thạnh,Hồ Chí Minh,0.1481,0,50-80m²,1
"Đường Nguyễn Thị Khắp, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",68.5,4.5,6.0,Unknown,Unknown,2.0,4.0,2.0,Have certificate,Full,3.6,,Đường Nguyễn Thị Khắp,Phường Tân Đông Hiệp,Dĩ An,Bình Dương,0.0526,0,50-80m²,1
"Dự án KĐT Lê Hồng Phong I, Đường Lê Hồng Phong, Phường Phước Hải, Nha Trang, Khánh Hòa",80.0,5.0,8.75,Unknown,Unknown,3.0,3.0,4.0,Have certificate,Unknown,7.05,Dự án KĐT Lê Hồng Phong I,Đường Lê Hồng Phong,Phường Phước Hải,Nha Trang,Khánh Hòa,0.0881,1,50-80m²,1
"Dự án Sông Hồng Diamond City, Đường 379, Xã Yên Phú, Yên Mỹ, Hưng Yên",88.0,5.0,13.0,Unknown,Unknown,5.0,6.0,4.0,Sale contract,Unknown,6.2,Dự án Sông Hồng Diamond City,Đường 379,Xã Yên Phú,Yên Mỹ,Hưng Yên,0.0705,1,80-120m²,0
"Đường Phạm Hùng, Phường 4, Quận 8, Hồ Chí Minh",72.0,4.1,6.0,Unknown,Unknown,1.0,2.0,3.0,Have certificate,Unknown,6.5,,Đường Phạm Hùng,Phường 4,Quận 8,Hồ Chí Minh,0.0903,0,50-80m²,1
"Đường 743C, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",72.2,4.0,5.0,Tây - Bắc,Tây - Bắc,2.0,3.0,3.0,Have certificate,Full,3.25,,Đường 743C,Phường Tân Đông Hiệp,Dĩ An,Bình Dương,0.045,0,50-80m²,1
"Dự án Sông Hồng Diamond City, Đường 379, Xã Yên Phú, Yên Mỹ, Hưng Yên",88.0,5.0,13.0,Unknown,Unknown,5.0,6.0,4.0,Unknown,Unknown,6.2,Dự án Sông Hồng Diamond City,Đường 379,Xã Yên Phú,Yên Mỹ,Hưng Yên,0.0705,1,80-120m²,0
"Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",45.0,4.0,3.0,Unknown,Unknown,5.0,5.0,4.0,Have certificate,Full,8.0,,Đường Núi Trúc,Phường Giảng Võ,Ba Đình,Hà Nội,0.1778,0,<50m²,1
"Đường Phan Đình Giót, Phường An Phú, Thuận An, Bình Dương",90.0,5.0,8.0,Unknown,Unknown,3.0,4.0,3.0,Have certificate,Full,1.4,,Đường Phan Đình Giót,Phường An Phú,Thuận An,Bình Dương,0.0156,0,80-120m²,1
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",27.4,3.0,4.0,Unknown,Unknown,2.0,2.0,3.0,Have certificate,Full,5.2,,Đường Lê Văn Sỹ,Phường 12,Quận 3,Hồ Chí Minh,0.1898,0,<50m²,1
